artistName,resourceType,typeOfVideo,videoUrl,resourceId,title,description,commentCount,likeCount,dislikeCount,viewCount,channelId
Fastball,video,live,https://www.youtube.com/watch?v=ea37CSb9eRk,ea37CSb9eRk,Fastball: Out of My Head (live),Fastball live at The Continental Club in Houston- Texas on October 27- 2007. My thanks to texasyesfan for supplying the excellent audio recording.,32,91,4,38445,null
Fat Joe,video,studio,https://www.youtube.com/watch?v=9x99ZmVefxc,9x99ZmVefxc,Fat Joe ft. Ashanti - What's Luv [OFFICIAL MUSIC VIDEO],Here you go. Thats Fat Joe and beautyful Ashanti in music video What's Luv,1112,10406,372,3548915,null
Fat Joe,video,live,https://www.youtube.com/watch?v=MUptOWjI96Q,MUptOWjI96Q,Fat Joe   Lean Back LIVE,,12,101,5,54741,null
Fats Domino,video,studio,https://www.youtube.com/watch?v=xbfMlk1PwGU,xbfMlk1PwGU,Fats Domino    Ain't That A Shame,Fats Domino    Ain't That A Shame,110,1107,24,285710,null
Fats Domino,video,live,https://www.youtube.com/watch?v=RaMD-h7qaj8,g5N2vlgETvE,Fats Domino LIVE - I'm walking,"Real Legend of New Orleans, one and only Fats Domino and his great performance LIVE only on my channel from Texas...ENJOYã",22,96,2,17936,null
Feargal Sharkey,video,studio,https://www.youtube.com/watch?v=Bx9qUR9P2ZQ,Bx9qUR9P2ZQ,Feargal Sharkey - A Good Heart (Full Music Video),Feargal Sharkey - A Good Heart (Full Music Video),1656,7928,212,2764648,null
Feargal Sharkey,video,live,https://www.youtube.com/watch?v=yJum3RDDzkY,yJum3RDDzkY,Feargal Sharkey - You Little Thief (live in Belgium 1986),Feargal Sharkey performing You Little Thief at a Belgian festival- probably in 1986. Want more Feargal? Check out http://www.youlittlethief.com,17,36,0,21947,null
Fergie,video,studio,https://www.youtube.com/watch?v=GLyP0B2Q-R4,GLyP0B2Q-R4,Fergie - L.A.LOVE (la la) ft. YG,Single available now: iTunes: http://smarturl.it/LALove Google Play: http://smarturl.it/LALoveGP   Remix feat. YG also available: iTunes: http://smarturl.it/LALOVEYG  Google Play: http://smarturl.it/LALOVEYGgp  Amazon: http://smarturl.it/LALOVEYGamz,12492,177525,11389,24431787,null
Fergie,video,live,https://www.youtube.com/watch?v=lOxkJDx5w78,lOxkJDx5w78,Fergie - Big Girls Dont Cry Live HQ (good morning america 05-25-07),Fergie Live,74,701,14,218269,null
Ferre Grignard,video,studio,https://www.youtube.com/watch?v=hyU69gIG4sg,hyU69gIG4sg,Ferr_ Grignard - Ring ring I've got to sing,Video met foto's en tekst,179,608,12,308842,null
Ferre Grignard,video,live,https://www.youtube.com/watch?v=qPYGosfitJM,qPYGosfitJM,Ferre Grignard - Drunken Sailor (Live performance 1966 ),Ferre Grignard- Belgian folklegend lived 1939-1982 -  Live performance in 1966,96,589,19,190872,null
Field Mob,video,studio,https://www.youtube.com/watch?v=4A5OHPLyW3s,4A5OHPLyW3s,Field Mob - So What ft. Ciara,Music video by Field Mob performing So What. (C) 2006 Geffen Records,3393,37470,766,9976045,null
Field Mob,video,live,https://www.youtube.com/watch?v=BD0XSRPFsxo,BD0XSRPFsxo,LIVE FROM DA CRIB Field Mob Live Performance,Live From Da Crib classic Field Mob performance on Hollywood Beach,3,1,0,1338,null
Filter,video,studio,https://www.youtube.com/watch?v=Uq_REsvdCg0,Uq_REsvdCg0,Filter - Welcome To The Fold (Official Video) HD,"Watch the official video for Filter - ""Welcome To The Fold"".   Share this video on Facebook: http://www.facebook.com/sharer/sharer.php?u=http://youtu.be/Uq_REsvdCg0  http://www.officialfilter.com/ https://www.facebook.com/Filter https://twitter.com/OfficialFilter",384,2002,27,348052,null
Filter,video,live,https://www.youtube.com/watch?v=esrX-6lFdMo,esrX-6lFdMo,"Filter - ""Hey Man Nice Shot"" Live at The Summerland 2013 Tour in Glen Allen Va. 6/5/13- Song #5",,47,106,13,35574,null
Fine Young Cannibals,video,studio,https://www.youtube.com/watch?v=ruT7MUQ42aQ,ruT7MUQ42aQ,FINE YOUNG CANNIBAL - JOHNNY COME HOME (FULL HD official video) digital colour mp4,Nobody knows the trouble you feel  Nobody cares- the feeling is real   Johnny- we're sorry- won't you come on home  We worry- won't you come on  What is wrong in my life  That I must get drunk every night  Johnny- we're sorry   Use the phone- call your mom  She's missing you badly- missing her son  Who do you know- where will you stay  Big city life is not what they say   Johnny- we're sorry- won't you come on home  We worry- won't you come on  What is wrong in my life  That I must get drunk every night  Johnny- we're sorry   You'd better go- everything's closed  Can't find a room- money's all blown  Nowhere to sleep- out in the cold  Nothing to eat- nowhere to go   Johnny- we're sorry- won't you come on home  We worry- won't you come on  What is wrong in my life  That I must get drunk every night  Johnny (Johnny)- we're sorry- won't you come on home  We worry- won't you come on home  Johnny- won't you come on home,269,1988,40,488684,null
Fine Young Cannibals,video,live,https://www.youtube.com/watch?v=NCgKLbuHJBI,NCgKLbuHJBI,Fine Young Cannibals - She Drives Me Crazy- live 1989,Live at the Paramount Theatre- Seattle- October 1989.  Andy Cox: Guitar; Roland Gift: Vocals; David Steele: Bass    With -  Martin Parry: Drums; Graeme Hamilton: Trumpet; Mint Juleps: Debbie Charles- Marcia Charles- Lizzie Charles- Sandra Charles. Julie Isaac- Debbie Longworth.,142,893,21,242871,null
Finger Eleven,video,studio,https://www.youtube.com/watch?v=BJk6gZuPKRE,BJk6gZuPKRE,finger eleven - Paralyzer,Music video by finger eleven performing Paralyzer. (C) 2007 Wind-Up Records- LLC,15444,86092,1511,11849768,null
Finger Eleven,video,live,https://www.youtube.com/watch?v=rCKaxWyvvwc,rCKaxWyvvwc,finger eleven - One Thing (Live),Music video by finger eleven performing One Thing. (C) 2003 Wind-up Records LLC,40,200,1,30338,null
Firehouse,video,studio,https://www.youtube.com/watch?v=5ETENrv8cnU,5ETENrv8cnU,Firehouse - Love of a Lifetime,Music video by Firehouse performing Love Of A Lifetime. (C) 1991 SONY BMG MUSIC ENTERTAINMENT,2733,23845,439,6440336,null
Firehouse,video,live,https://www.youtube.com/watch?v=Die3v6YQ59Q,Die3v6YQ59Q,Firehouse Love Of A Lifetime LIVE 1991 Louisiana Part 6 of 28,Please Keep Metal Alive and Donate a buck or two at http://www.MetalRewind.com  Firehouse Live on the Blood Sweat and Beers Tour in 1991.  Firehouse- Trixter and Warrant.  Part 6 of 28        You can watch and download this concert in full unedited high quality on our website.    Don't forget to check out http://www.MetalRewind.com for more exclusive video downloads and please SUBSCRIBE to get all the latest video addtions to our channel.    If anyone out there has any old- rare Metal VHS concert / TV footage you'd like to donate our way please send us an email. We would love to have it to add to our archives and share with the Metal community.,134,642,20,308784,null
Fischer Z,video,studio,https://www.youtube.com/watch?v=CKZLBjwCVOE,CKZLBjwCVOE,Fischer-Z - Room Service,Fischer Z - Room Service Year: 1980 | Album: Going Deaf For A Living  Lyrics:  Oh dear Rosanna- what shall I do? I called room service and they sent along you. You came in- met me with a grin- if only you knew...It's all right...  You don't speak English- I don't know Chinese. I ordered breakfast for one and you brought me three. My morning call was Arabs in the hall and you spit half my tea- but... It's all right...  You look uneasy- you move to and fro- There's nowwhere to put down your tray without moving my clothes. Just when I think you're going to turn pink- you say to my surprise... It's all right...,88,367,3,200144,null
Fischer Z,video,live,https://www.youtube.com/watch?v=8AWWXajogmM,8AWWXajogmM,Fischer-Z - So Long - Live (1989),Open Air Festival St. Wendel 25-06-1989. Germany.,14,70,1,25125,null
Five For Fighting,video,studio,https://www.youtube.com/watch?v=tR-qQcNT_fY,tR-qQcNT_fY,Five for Fighting - 100 Years,Music video by Five For Fighting performing 100 Years. (c) 2003 Aware Records LLC,9689,51701,676,13446397,null
Five For Fighting,video,live,https://www.youtube.com/watch?v=ngoqKXE8QOA,ngoqKXE8QOA,Five For Fighting - World (Live),Five For Fighting's live version of World from the DVD Live Back Country (c) 2007 Aware Records LLC,35,145,3,70124,null
Five Man Electrical Band,video,studio,https://www.youtube.com/watch?v=uYsBDmqJfjQ,uYsBDmqJfjQ,Five Man Electrical Band - Signs (1971),,122,806,16,130406,null
Five Man Electrical Band,video,live,https://www.youtube.com/watch?v=8mt5geMFCcE,8mt5geMFCcE,5 Man Electrical Band--Sign--Live @ Toronto Canada Day Celebration 2010-07-01,Canada's classic rockers plays the band's signature hit from 1971.,18,140,5,50809,null
Fleetwood Mac,video,studio,https://www.youtube.com/watch?v=6L85WLhjQ84,6L85WLhjQ84,Fleetwood Mac - Gypsy (Official Music Video),So i'm back to the velvet underground  back to the floor that i love  to a room with some lace  and peper flowers  back to the gypsy...that i was...  to the gypsy...that i was...    And it all comes down to you  well you know that it does- well...  lightning strikes...  maybe once...maybe twice...  oh....and it lights up the night....  and you see your gypsy.......  you see your gypsy....    To the gypsy......  that remains.....  she faces freedom......  with a little fear.....  well i have no fear....  i have only love.....  and if i was a child....  and the child was enough.....  enough for me to love....  enough to love......    She is dancing away from you now  she was just a wish  she was just....a wish  and her memory is all that  is left for you now  you see your gypsy.....  you see your gypsy.....    Lightning strikes...  maybe once...maybe twice....  and it all comes down to you  oooooo......oh....  well it all comes down to you....  lightning strikes...  maybe once....maybe twice....  oh...I still see your bright eyes......bright eyes...  and i've always loved you....  and it all comes down to you  it all comes down to you.....,441,3902,92,729319,null
Fleetwood Mac,video,live,https://www.youtube.com/watch?v=py3w5fttedA,py3w5fttedA,Fleetwood Mac Rhiannon Live 1976 Stevie Nicks,"AMAZING RARE! Fleetwood Mac LIVE! ""RHIANNON."" 1976. From the self titled 1975 album- Fleetwood Mac. Released as a single in 1976- peaked #11 on Billboard's top 100 singles chart- #5 on Cashbox's singles chart- and top ten on the Rock Oriented album cuts charts on Billboard.",2766,13007,243,3046514,null
Flo Rida,video,studio,https://www.youtube.com/watch?v=3OnnDqH6Wj8,3OnnDqH6Wj8,Flo Rida - Good Feeling [Official Video],"© 2011 WMG | Flo Rida's new album WILD ONES is available in stores & online now! Download on iTunes: http://smarturl.it/wildones  If you've bought the singles off the new album on US iTunes (""Let It Roll""- ""Good Feeling""- ""Wild Ones"" ft. Sia- ""Whistle"") complete your album now: http://smarturl.it/wildones  Other Countries get WILD ONES here: http://smarturl.it/wildones  Directed by Erik White  Follow Flo Rida on Twitter: http://twitter.com/official_flo  http://www.officialflo.com http://www.twitter.com/official_flo http://www.facebook.com/officialflo",93810,588988,16299,199602307,null
Flo Rida,video,live,https://www.youtube.com/watch?v=NJYyWr9e5-g,NJYyWr9e5-g,Flo Rida - 'Wild Ones' (Live Performance)  - Capital,(live at the Capital Summertime Ball 2012),198,586,102,275153,null
Floaters,video,studio,https://www.youtube.com/watch?v=WclAFJSvyWw,WclAFJSvyWw,Floaters - Float On (Official Video),"Float On is a 1977 hit song by the R&B/soul group The Floaters. The spoken verses combine two popular memes from the time- star signs and video and phone dating- in lines like Aquarius and my name is Ralph / Now I like a woman who loves her freedom. The song was co-written by James Mitchell of The Detroit Emeralds group. Released from their self-titled debut album- it became one of the biggest singles of the year- spending six weeks at number one on the US Hot Soul Singles chart and was also a crossover hit- peaking at number two on the Billboard Hot 100. ""Float On"" also reached number one on the UK Singles Chart. The song was covered by hip hop band Stetsasonic on its album In Full Gear (1988).",194,1164,26,153717,null
Floaters,video,live,https://www.youtube.com/watch?v=QVESYAjA7m8,QVESYAjA7m8,Art Laboe Valentine's Love Jam -  Floaters - Float On,The Floaters performing their big hit- Float On- at the Valley View Casino Center San Diego CA - 16 Feb 2013.,9,55,5,14222,null
Floetry,video,studio,https://www.youtube.com/watch?v=vxNqqbggOrs,vxNqqbggOrs,"Def Poetry: Floetry- ""Fantasize"" (Official Video)",Follow Poetical TV on Twitter @ https://twitter.com/PoeticalTv  Def Poetry Jam presents... Floetry 'Fantasize'.,256,4406,35,366980,null
Floetry,video,live,https://www.youtube.com/watch?v=NO62F9T9R88,NO62F9T9R88,Floetry - Say Yes [Live From New Orleans],Floetry,124,1482,24,157182,null
Florida Georgia Line,video,studio,https://www.youtube.com/watch?v=bmZ9xRO7M9M,bmZ9xRO7M9M,Florida Georgia Line - Cruise (Remix) ft. Nelly,iTunes: http://bit.ly/127PVog Music video by Florida Georgia Line performing Cruise (Remix). ©:  Republic Nashville- a division of UMG Recordings- Inc.,24696,205957,11965,41813145,null
Florida Georgia Line,video,live,https://www.youtube.com/watch?v=xC3oB844PMI,xC3oB844PMI,Florida Georgia Line Performs 'This Is How We Roll',Check out how this awesome band rolls.,173,2296,71,281595,null
Floyd Cramer,video,studio,https://www.youtube.com/watch?v=tkC1RId-Xi8,tkC1RId-Xi8,Floyd Cramer - Last Date,I Do Not Own The Rights For This.,36,336,5,90974,null
Floyd Cramer,video,live,https://www.youtube.com/watch?v=ucbxuTGzqIc,ucbxuTGzqIc,Floyd Cramer Magic - LIVE,Floyd Cramer performing and discussing music- and his grandson Jason Coleman- on the old Crook & Chase show. Circa early '90's.,1,10,0,2002,null
Flying Machine,video,studio,https://www.youtube.com/watch?v=FdnKddL9giw,FdnKddL9giw,Flying Colors - Mask Machine (Official Music Video),"Flying Colors - ""Mask Machine"" Official Music Video from the album- ""Second Nature"" out now on Mascot Label Group. Order at http://flyingcolorsmusic.com All orders come with a FREE POSTER & DVD!   180-gram double-vinyl + T-shirt bundle: http://bit.ly/1xuJeqK CD + T-shirt bundle: http://bit.ly/1rYbBhl 180-gram double-vinyl: http://bit.ly/1rMWLf1 CD: http://bit.ly/1nYBtYD  http://www.flyingcolorsmusic.com Facebook: http://www.facebook.com/flyingcolorsofficial Twitter: https://twitter.com/flyingcolors  Visit our website! http://www.mascotlabelgroup.com  MLG on Spotify: http://smarturl.it/MLGspotify Facebook: http://facebook.com/mascotlabelgroup  Twitter: http://twitter.com/MascotLabelGrou   Subscribe to our Youtube Channel: http://smarturl.it/ytsbscr",592,2661,47,226712,null
Flying Machine,video,live,https://www.youtube.com/watch?v=zKl_db7oKvs,zKl_db7oKvs,Flying Colors - Mask Machine - Live @ 013- Tilburg- 2014,Een geweldig optreden van Flying Colors in 013- Tilburg. Beeldkwaliteit is niet altijd optimaal- helaas...,14,13,0,1200,null
Flying Picketts,video,studio,https://www.youtube.com/watch?v=p8gtHscWbi4,p8gtHscWbi4,The Flying Pickets - When You're Young,"Nice quality video recorded from Top Of The Pops 1984. The Flying Pickets are a British a cappella vocal group- who had a Christmas number one hit in 1983 in the UK Singles Chart with their cover of Yazoo's track ""Only You"".    The name 'Flying Pickets' refers to mobile strikers who travel in order to join a picket. The band of six was founded by Brian Hibbard in 1982 from a group of actors who had been active with him in John McGrath's '7:84 Theatre Group'- a fringe theatre organisation who had sung a cappella in their production of the 1981 play One Big Blow. The group chose the name The Flying Pickets as band members had played a part in the UK miners strikes of 1972 and 1974.[2] The Flying Pickets came up with the then novel concept of transferring the art of a cappella to the pop music scene.[3] Joining Hibbard in the Group were Rick Lloyd (who also wrote the music to One Big Blow)- Gareth Williams- David Brett- Ken Gregson (Real name Kenneth Gregory) and Red Stripe (real name David Gittins). The members of the group were internationally renowned for their flamboyant appearance: Hibbard's huge sideburns- Stripe's thick eye-liner- and four others showing off gaudy suits and large hats. Two of the other original members- Ron Donachie and Christopher Ryan left the band before ""Only You"".    ""Only You""- their debut single- was the UK Christmas number one in 1983 spending a total of five weeks at the top- and also doing well around Europe and in Canada- where it hit #17 in the spring of 1984. It emulated the success of the original Yazoo version.    Despite the radical Socialist politics of The Flying Pickets then Conservative Prime Minister Margaret Thatcher proclaimed to much amusement that it was her favourite record.[4] A second single- featuring Van McCoy's ""When You're Young and in Love"" originally written for Ruby and the Romantics reached number 7 in the UK- but their third- a cover of the Eurythmics' ""Who's That Girl"" barely charted.    The height of the group's fame coincided with the 1984 Miners Strike. In 1984 the National Union of Mineworkers called strike action following the National Coal Board's decision to close 20 pits and lay off 20-000 people.[2] The Flying Pickets were very vocal regarding their support of the miners during the dispute and came to blows with the record label Virgin after they picketed Drax Power Station in Yorkshire.[5] They also performed benefit gigs for the miners. Hibbard himself claimed that their political beliefs probably had a detrimental effect regarding the group's mainstream image but it was a sacrifice they were willing to make-[6] one well known record store refused to sell the groups albums due to their support of strike action.[7]    In 1986 Hibbard and Stripe left the band and were replaced by Gary Howard and Hereward Kaye.[8] Hibbard and Stripe tried to stay in the music industry- forming their own act called Brian and Stripe but their first and only single featuring a cover of Yazoo's Mr Blue failed to chart- and they returned to their separate acting careers.    The Flying Pickets' line-up has been changing constantly throughout the years- but the band never died; since the Pickets began- there have been about 27 different band members. The last member of the original line-up- David Brett- left the band in 1990.[9] However in 1994- the original line-up (minus Lloyd) reformed to record one more album.[10]    Although since 1990 none of the founding members is part of the band anymore- The Flying Pickets keep recording albums and touring all over Europe and abroad.    Members:  OriginalBrian Hibbard  Ken Gregson  David Brett  Red Stripe  Rick Lloyd  Gareth Williams  Ron Donachie  Christopher Ryan  Present:  Andrea Figallo  Damion Scarcella  Andy Laycock  Simon John Foster  Michael Henry    Other past members:  Dylan Foster  Hereward Kaye  Gary Howard  Nick Godfrey  Lex Lewis  Ricky Payne  Henrik Wager  Paul Kissaun  Fraser Collins  Gavin Muir    Singles:  1983 - ""Only You"" UK No.1  1984 - ""When You're Young and in Love"" UK No.7  1984 - ""So Close""  1984 - ""Who's That Girl"" UK No.71  1985 - ""Only the Lonely""  1985 - ""Summer EP - Sealed with a Kiss""  1986 - ""Take My Breath Away""  1992 - ""Tainted Love"" / ""The Warning""  1992 - ""Englishman in New York"" / ""Purple Rain""  Please visit my other Channel. Keep Rockin!.  http://www.youtube.com/user/squizzy104?feature=mhum#p/u/3/se0F7dEZ-zs",40,202,3,95884,null
Flying Picketts,video,live,https://www.youtube.com/watch?v=jlsqTTvOoXg,jlsqTTvOoXg,Flying Pickets - Only You *Live in Germany 1984*,Flying Pickets - Only You,22,128,6,44045,null
Foghat,video,studio,https://www.youtube.com/watch?v=GcCNcgoyG_0,GcCNcgoyG_0,Slow Ride- Foghat (Full Version),Slow ride- take it easy - Slow ride- take it easy-  Slow ride- take it easy - Slow ride- take it easy.    I'm in the mood- the rhythm is right-  Move to the music- we can roll all night.  Oooh- oooh- slow ride - oooh- oooh ...    Slow ride- take it easy - Slow ride- take it easy  Slow down- go down- got to get your lovin' one more time  Hold me- roll me- slow ridin' woman you're so fine      Woo    I'm in the mood- the rhythm is right-  Move to the music yea- we can roll all night- yea.  Oooh- oooh ...    Slow ride- take it easy - Slow ride- take it easy  Slow down- go down- got to get your lovin' one more time  Hold me- roll me- slow ridin' woman you're so fine      (Slow ride- easy- slow ride- sleazy - Slow ride- easy- slow ride- sleazy)    Slow down- go down- got to get your lovin' one more time  Hold me- roll me- slow ridin' woman you're so fine    (Slow ride- take it easy - slow ride- take it easy)   (Slow down- go down - Slow down- go down)    Oh come on baby- take a slow ride with me-  Come on baby- take a slow ride.  Oh feels good- mmmm- feels so good- I like it yea-  I feel good- oh I feel alright!    You know the rhythm is right - You know the rhythm is right -  We gotta rock all night - We gotta rock all night -  You know the rhythm is right- yeah- we gotta rock all night-  You know the rhythm is right- we gotta rock all night.  Whoa- c'mon now  Woo- Yea- Woo- Woa!      Elevate me mama - Elevate me mama - Elevate me mama - Elevate me mama.  Oww!  Woo!      Slow ride! Yea!        I do not own any of this.  All of it belongs to its respective owners.  I in no way is trying to claim it.      Enjoy!,7840,47029,634,9192080,null
Foghat,video,live,https://www.youtube.com/watch?v=aCr2APDza_I,aCr2APDza_I,foghat slow ride live 1978,jjajajajjaja,514,2464,56,576330,null
Fontane Sisters,video,studio,https://www.youtube.com/watch?v=ynfHBkRADMk,ynfHBkRADMk,The Fontane Sisters - Seventeen (1955),"Charted at #3 on Billboard Hot 100 in August 1955. One of my favorite records of 1955! Original Billboard review: ""The original King disking of this tune- by the virtually unknown Boyd Bennett- is already on the Pop Charts- and this swingin' cover job by the hot sister act should climb very swiftly into the top brackets. The material is as cute and fresh as anything that's come around in recent months. Could be the big version.""     Also charted at #5 for Boyd Bennett in July 1955 (#16 UK- #7 R&B)- and #18 for Rusty Draper in August 1955. In the UK- a version by Frankie Vaughan charted at #18 in December 1955.     Written by Boyd Bennett.     B-side is ""If I Could Be With You"".",12,53,1,13931,null
Fontane Sisters,video,live,https://www.youtube.com/watch?v=Tp6gX_LPI9M,Tp6gX_LPI9M,"Early 1950s Pop Music: ""Silver and Gold"" sung by Perry Como & Fontane Sisters (Aired live- 1952)","Another example of early 1950s pop music- this time ""Silver and Gold"" sung by Perry Como and the Fontane Sisters on a 1952 episode of ""The Perry Como Show"". A catchy novelty song. If you really need to know- Perry looks uncomfortable because he had just done a really poorly-written plug for the sponsor- one so bad that I refuse to upload it on YouTube (lucky that these embarrassing plugs/ads took up a fairly small amount of the show). If you want to watch the whole episode- which is actually quite good- it can be seen here:  http://www.archive.org/details/Perry_Como_1952",15,69,2,32459,null
Foo Fighters,video,studio,https://www.youtube.com/watch?v=eBG7P-K-r1Y,eBG7P-K-r1Y,Foo Fighters - Everlong,Music video by Foo Fighters performing Everlong. (C) 1995 Roswell Records- Inc,18460,131191,2244,38032525,null
Foo Fighters,video,live,https://www.youtube.com/watch?v=P34Msrjn5oA,Sqb0WngwWrY,Foo Fighters (HD) - Best Of You (Live At Wembley Stadium),"Playlist: http://tinyurl.com/FF-LiveWembley 
Foo Fighters Live Performance at Wembley National Stadium, London, England, June 2008. 
SUBSCRIBE: http://tinyurl.com/TomaLaBananas 
FACEBOOK: http://tinyurl.com/share-thepretender 
www.foofighters.com 
© 2008 Roswell Records, Inc. 
RCA Records Label / Sony BMG Music Entertainment",690,23957,261,3857258,null
Fools Garden,video,studio,https://www.youtube.com/watch?v=-vq2ZW_W8Bk,#NAME?,Fools Garden - Innocence,Ab 14.09.2012 _berall erh_ltlich!     Mehr Infos unter: http://www.7daysmusic.de/index.php?id=84,70,1142,12,191855,null
Fools Garden,video,live,https://www.youtube.com/watch?v=7PO38jA2k38,7PO38jA2k38,FOOLS GARDEN live: Lemon Tree,FOOLS GARDEN live auf dem Gie_ener Stadtfest,0,16,0,4483,null
Force M.D.'s,video,studio,https://www.youtube.com/watch?v=g-PgOKiQLTA,g-PgOKiQLTA,Force M.D.'s - Here I Go Again (HQ),Here I go again - force md's,261,1598,34,228946,null
Force M.D.'s,video,live,https://www.youtube.com/watch?v=ktOspPUgRGE,ktOspPUgRGE,Force M.D.'S - Tender Love (Live On Solid Gold),Disclaimer: No Copyright Infringement Intended. I Own Absolutely None Of These Videos (Unless Otherwise Stated) Copyrights belong to their original owners. Musical Videos posted on this Channel are for entertainment purposes only.,8,37,0,4314,null
Foreigner,video,studio,https://www.youtube.com/watch?v=raNGeq3_DtM,raNGeq3_DtM,Foreigner - 'I Want To Know What Love Is' [Official Music Video],Music video by Foreigner performing I Want To Know What Love Is. Best quality available on YouTube  I do not own this material- I am just showing it to the rest of the world.   Lyrics:  I gotta take a little time A little time to think things over I better read between the lines In case I need it when I'm older Aaaah woah-ah-aah  Now this mountain I must climb Feels like a world upon my shoulders And through the clouds I see love shine It keeps me warm as life grows colder  In my life there's been heartache and pain I don't know if I can face it again Can't stop now- I've traveled so far To change this lonely life  I wanna know what love is I want you to show me I wanna feel what love is I know you can show me Aaaah woah-oh-ooh  I'm gonna take a little time A little time to look around me- oooh ooh-ooh ooh-ooh oooh I've got nowhere left to hide It looks like love has finally found me  In my life there's been heartache and pain I don't know if I can face it again I can't stop now- I've traveled so far To change this lonely life  I wanna know what love is I want you to show me I wanna feel what love is I know you can show me I wanna know what love is I want you to show me And I wanna feel- I want to feel what love is And I know- I know you can show me  Let's talk about love (I wanna know what love is) the love that you feel inside (I want you to show me) I'm feeling so much love (I wanna feel what love is) no- you just cannot hide (I know you can show me) yeah- woah-oh-ooh I wanna know what love is- let's talk about love (I want you to show me) I wanna feel it too (I wanna feel what love is) I wanna feel it too And I know- and I know- I know you can show me Show me what is real- woah (woah)- yeah I know (I wanna know what love is) hey I wanna know what love (I want you to show me)- I wanna know- I wanna know- want know (I wanna feel what love is)- hey I wanna feel- love I know you can show me- yeah,3645,41454,793,7649996,null
Foreigner,video,live,https://www.youtube.com/watch?v=nQlcDfco_G4,yTkHV3hD010,"FOREIGNER ""Waiting For A Girl Like You"" Live from ""Foreigner Live In Chicago""","Order via Amazon.de: Blu-Ray: http://amzn.to/ONJIpa | DVD: http://amzn.to/ONJH4M
After 15 years of fantastic live shows and touring the whole world various times, Foreigner's powerful performance have been captured in stunning HD quality. For the first time available as a single DVD and single Blu-ray, the video material shows a band which is delighted to perform in front of their most devoted fans in an intimate atmosphere. Recorded at the Arcada Theatre in St. Charles, Illinois, USA, the band played an energetic 85-minute set to a cheering audience, including all their hits. In addition to the full show, the bonus material of the DVD as well as the Blu-ray is an higlight on its own. It shows Foreigner performing a stripped down acoustic radio performance at one of the biggest German radio stations. The bonus material also gives an interesting insight behind the scenes of the Chicago show, featuring an interview with Mick Jones and Kelly Hansen.
More info:
www.foreigneronline.com
www.facebook.com/Foreigner
www.ear-music.net
www.facebook.com/earmusicofficial",385,3063,86,624188,null
Fort Minor,video,studio,https://www.youtube.com/watch?v=VDvr08sCPOc,VDvr08sCPOc,Fort Minor - Remember The Name (OFFICIAL Video) HD,"Remember The Name By Fort Minor Directed By Sunu Gonera  © 2005 Warner Bros. Records Inc.- A Warner Music Group Company. "" We Don't Own This Video """"  You ready?! Lets go! Yeah- for those of you that want to know what we're all about It's like this y'all (c'mon!)  [Chorus] This is ten percent luck- twenty percent skill Fifteen percent concentrated power of will Five percent pleasure- fifty percent pain And a hundred percent reason to remember the name!  Mike! - He doesn't need his name up in lights He just wants to be heard whether it's the beat or the mic He feels so unlike everybody else- alone In spite of the fact that some people still think that they know him But fuck em- he knows the code It's not about the salary It's all about reality and making some noise Makin the story - makin sure his clique stays up That means when he puts it down Tak's pickin it up! let's go!  Who the hell is he anyway? He never really talks much Never concerned with status but still leavin them star struck Humbled through opportunities given to him despite the fact That many misjudge him because he makes a livin from writin raps Put it together himself- now the picture connects Never askin for someone's help- to get some respect He's only focused on what he wrote- his will is beyond reach And now when it all unfolds- the skill of an artist  It's just twenty percent skill Eighty percent fear Be one hundred percent clear cause Ryu is ill Who would've thought that he'd be the one to set the west in flames And I heard him wreckin with The Crystal Method- ""Name Of The Game"" Came back dropped Megadef- took em to church I like bleach man- why you have the stupidest verse? This dude is the truth- now everybody be givin him guest spots His stock's through the roof I heard he fuckin with S. Dot!  [Chorus]  They call him Ryu The Sick And he's spittin fire with Mike Got him out the dryer he's hot Found him in Fort Minor with Tak Been a fuckin annihilist porcupine He's a prick- he's a cock The type woman want to be with- and rappers hope he get shot Eight years in the makin- patiently waitin to blow Now the record with Shinoda's takin over the globe He's got a partner in crime- his shit is equally dope You wont believe the kind of shit that comes out of this kid's throat  Tak! - He's not your everyday on the block He knows how to work with what he's got Makin his way to the top People think its a common owners name People keep askin him was it given at birth Or does it stand for an acronym? No he's livin proof- Got him rockin the booth He'll get you buzzin quicker than a shot of vodka with juice Him and his crew are known around as one of the best Dedicated to what they doin give a hundred percent  Forget Mike - Nobody really knows how or why he works so hard It seems like he's never got time Because he writes every note and he writes every line And I've seen him at work when that light goes on in his mind It's like a design is written in his head every time Before he even touches a key or speaks in a rhyme And those motherfuckers he runs with- those kids that he signed? Ridiculous- without even trying- how do they do it?!  [Chorus - repeat 2x]  [Outro - Mike Shinoda] Yeah! Fort Minor M. Shinoda - Styles of Beyond Ryu! Takbir! Machine Shop!  Get the latest news on Fort Minor at their official website:http://www.mikeshinoda.com/",21705,204341,2912,29898432,null
Fort Minor,video,live,https://www.youtube.com/watch?v=G3R-n24ICMU,G3R-n24ICMU,Fort Minor - Where'd You Go (feat. Holly Brook) (Live) HD,Burbank- California May 24- 2006 Tonight Show with Jay Leno  Allrights Belong to NBC,508,4190,38,542445,null
